substance_id,substance_name,as_cas_number,substance_status,approval_date,expiry_date,risk_assessment,substance_category,as_is_group,as_micro_org,rms,corms,remark,legislations_old,legislations_actives,tox_value_adi,tox_source_adi,tox_remark_adi,tox_value_arfd,tox_sourc_earfd,tox_source_earfd,tox_remark_arfd,tox_value_aoel,tox_source_aoel,tox_remark_aoel,tox_value_aaoel,tox_source_aaoel,tox_remark_aaoel,tox_value_other,tox_source_other,tox_remark_other,authorisations_at_nat_level,classification_reg_1272,ac_type,basic_substance,low_risk_active_substance,candidate_for_substitution,candidate_for_substitution_type,active_substance_part_of_group,active_substance_part_of_group_id,as_member_id,as_member_name,pesticide_residue_linked,pest_res_linked_annex,pest_res_linked_legislation,pest_res_linked_legislation_url,pest_res_mrl_webpage
14,Fenpyroximate,134098-61-6,Approved,01/05/2009,31/01/2028,EFSA,AC - Acaricide,No,No,AT,DK,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0107:EN:NOT"">2008/107</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1549451630560&uri=CELEX:32019R0168"">Reg. (EU) 2019/168</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1585211275873&uri=CELEX:32020R0421"">Reg. (EU) 2020/421</a>","<a href=""https://eur-lex.europa.eu/eli/reg_impl/2021/566/oj"">Reg. (EU) 2021/566</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/378/oj"">Reg. (EU) 2022/378</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/689/oj"">Reg. (EU) 2023/689</a>; <a href=""http://data.europa.eu/eli/reg_impl/2026/372/oj"">Reg. (EU) 2026/372 </a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.01 mg/kg bw/day,EFSA 2013,,0.02 mg/kg bw,EFSA 2013,EFSA 2013,,0.005 mg/kg bw/day,EFSA 2013,,,,,,,,"AT, BG, CY, CZ, DE, EL, ES, FR, HR, HU, IT, NO, PL, PT, RO, SE, SI, SK",Acute Tox. 2 - H330; Acute Tox. 3 - H301; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Skin Sens. 1B - H317,,No,No,No,,,,,,Fenpyroximate ,Annex II,Reg (EU) 2023/1069,http://data.europa.eu/eli/reg/2023/1069/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=301
357,(E)-11-Tetradecen-1-yl acetate (SCLP Acetates),33189-72-9,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,AT,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1503309323015&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU)2020/1160</a>","<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",Not appl.,Dir 08/127,,Not appl.,Dir 08/127,Dir 08/127,,Not appl.,Dir 08/127,,,,,,,,"EE, ES, LU",,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,357,(E)-11-Tetradecen-1-yl acetate (SCLP Acetates),Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
229,Indoxacarb,173584-44-6,Not approved,01/04/2006,19/12/2021,COM,IN - Insecticide,No,No,FR,ES,<p>The original RMS was the Netherlands.</p><p>Grace period granted by Member States shall expire by 19/09/2022</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0010:EN:NOT"">06/10/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1505911130555&uri=CELEX:32017R1511"">Reg. (EU) 2017/1511</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1537974747851&uri=CELEX:32018R1262"">Reg. (EU) 2018/1262</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0533:EN:NOT"">Reg. (EU) No 533/2013</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/2081/oj"">Reg. (EU) 2021/2081</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.005 mg/kg bw/day,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,0.005 mg/kg bw,Reg. (EU) 2021/2081,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,0.003 mg/kg bw/day,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,0.003 mg/kg bw,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,,,,,Acute Tox. 3 - H301; Acute Tox. 4 - H332; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; STOT RE 1 - H372; Skin Sens. 1B - H317,,No,No,No,,,,,,Indoxacarb (sum of indoxacarb and its R enantiomer),Annex II,Reg. (EC) No 149/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0149:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=132
1413,Halauxifen-methyl,943831-98-9,Approved,05/08/2015,05/01/2028,EFSA,,No,No,HU,SE,<p>The RMS/co-RMS responsible for last approval: UK/FR</p>,,"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R1165"">Reg. (EU) 2015/1165</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1438270865426&uri=CELEX:02011R0540-20150701"">Reg. (EU) No 540/2011</a>",0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,0.058 mg/kg bw,Reg. (EU) 2015/1165,Reg. (EU) 2015/1165,,0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",,,No,No,No,,,,,,"Halauxifen-methyl (sum of halauxifen-methyl and X11393729 (halauxifen), expressed as halauxifen-methyl)",Annex II,Reg. (EU) 2016/67,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0067,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=2371
959,Pelargonic acid (CAS 112-05-0),112-05-0,Approved,01/09/2009,01/12/2026,COM,PG - Plant growth regulator,No,No,EL,AT,<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>","<a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 1446/2023</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU) 2020/1160</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/1280/oj"">Reg. (EU) 2024/1280</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2221/oj"">Reg. (EU) 2024/2221</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",Not appl.,Dir 08/127,,Not appl.,Dir 08/127,Dir 08/127,,Not appl.,Dir 08/127,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, RO, SE, SI, SK",,,No,No,No,,Fatty acids C7 to C20 (Pelargonic acid (CAS 112-05-0)),113,847,Methyl octanoate (CAS 111-11-5),Fatty acids C7-C20 ,Annex IV,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32008R0839,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=413
989,Fluxapyroxad,907204-31-3 ,Approved,01/01/2013,31/10/2027,EFSA,FU - Fungicide,No,No,FR,EL,<p>The original RMS was UK.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010D0672:EN:NOT"">Dossier complete 2010/672/EU</a>","<a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0589:EN:NOT"">Reg. (EU) No 589/2012</a>",0.02 mg/kg bw/day,EFSA 12,,0.25 mg/kg bw,EFSA 12,EFSA 12,,0.04 mg/kg bw/day,EFSA 12,,,,,,,,"AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,,No,No,No,,,,,,Fluxapyroxad,Annex II,Reg. (EU) No 978/2011 ,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0978:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=2268
602,Deltamethrin,52918-63-5,Approved,01/11/2003,15/08/2026,COM,,No,No,AT,,<p>The original RMS was Sweden.</p><p>The former RMS was UK.</p><p><br></p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003L0005:EN:NOT"">03/5/EC</a>","<a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/1734/oj"">Reg. (EU) 2024/1734</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.01 mg/kg bw/day,Dir 03/5,,0.01 mg/kg bw,Dir 03/5,Dir 03/5,,0.0075 mg/kg bw/day,Dir 03/5,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",Acute Tox. 3 - H301; Acute Tox. 3 - H331; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Deltamethrin (cis-deltamethrin),Annex II,Reg. (EU) 2016/1822,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R1822,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=69
1475,Oxymatrine,16837-52-8,Not approved,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
589,Cyfluthrin,68359-37-5,Not approved,,,,AC - Acaricide,No,No,DE,HU,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003L0031:EN:NOT"">03/31/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1404140256029&uri=CELEX:32014R0460"">Reg. (EU) No 460/2014</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0823:EN:NOT"">Reg. (EU) No 823/2012</a>","<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>",0.01 mg/kg bw/day,EFSA 2020,,0.01 mg/kg bw,EFSA 2020,EFSA 2020,,0.02 mg/kg bw/day,Dir 03/31,,,,,,,,,Acute Tox. 2 - H300; Acute Tox. 3 - H331; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Cyfluthrin (cyfluthrin including other mixtures of constituent isomers (sum of isomers)),Annex II,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0839:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=63
229,Indoxacarb,173584-44-6,Not approved,01/04/2006,19/12/2021,COM,IN - Insecticide,No,No,FR,ES,<p>The original RMS was the Netherlands.</p><p>Grace period granted by Member States shall expire by 19/09/2022</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0010:EN:NOT"">06/10/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1505911130555&uri=CELEX:32017R1511"">Reg. (EU) 2017/1511</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1537974747851&uri=CELEX:32018R1262"">Reg. (EU) 2018/1262</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0533:EN:NOT"">Reg. (EU) No 533/2013</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/2081/oj"">Reg. (EU) 2021/2081</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.005 mg/kg bw/day,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,0.005 mg/kg bw,Reg. (EU) 2021/2081,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,0.003 mg/kg bw/day,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,0.003 mg/kg bw,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,,,,,Acute Tox. 3 - H301; Acute Tox. 4 - H332; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; STOT RE 1 - H372; Skin Sens. 1B - H317,,No,No,No,,,,,,Indoxacarb (sum of indoxacarb and its R enantiomer),Annex II,Reg. (EU) No 520/2011 ,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:140:0002:0047:EN:PDF,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=132
768,Haloxyfop-P (Haloxyfop-R),95977-29-0,Not approved,01/01/2011,31/12/2020,COM,HB - Herbicide,No,No,HU,CZ,<p>Austria was assigned as Designated Member State (DMS) to assess confirmatory data</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0086:EN:NOT"">2010/86/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R2233"">Reg. (EU) 2015/2233</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1527774079575&uri=CELEX:32018R0670"">Reg. (EU) No 2018/670</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32020R1643&qid=1604918663225"">Reg. (EU) 2020/1643</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>",0.00065 mg/kg bw/day,Reg. (EU) 2015/2233,,0.075 mg/kg bw,Reg. (EU) 2015/2233,Reg. (EU) 2015/2233,,0.005 mg/kg bw/day,Reg. (EU) 2015/2233,,,,,,,,,,3,No,No,Yes,low ADI / ARfD / AOEL,,,,,"Haloxyfop (Sum of haloxyfop, its esters, salts and conjugates expressed as haloxyfop (sum of the R- and S- isomers at any ratio))",Annex II,Reg. (EU) 2015/2075,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1450194172816&uri=CELEX:32015R2075,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=322
1496,(Z)-7-dodecen-1-yl acetate (SCLP Actetates),No CAS allocated,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,,,,,"<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",,,,,,,,,,,,,,,,,,,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,352,"(E,E)-7,9-Dodecadien-1-yl acetate (SCLP Acetates)",Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
37,Fludioxonil,131341-86-1,Approved,01/11/2008,30/09/2026,EFSA,,No,No,FR,ES,<p>The original RMS was Denmark.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0076:EN:NOT"">2007/76</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1538034643238&uri=CELEX:32018R1262"">Reg. (EU) 2018/1262</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0076:EN:NOT"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.37 mg/kg bw/day,Dir 07/76,,Not appl.,Dir 07/76,Dir 07/76,,0.59 mg/kg bw/day,Dir 07/76,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",,3,No,No,Yes,two PBT criteria,,,,,Fludioxonil ,Annex II,Reg. (EU) 2021/1098,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32021R1098,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=307
357,(E)-11-Tetradecen-1-yl acetate (SCLP Acetates),33189-72-9,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,AT,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1503309323015&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU)2020/1160</a>","<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",Not appl.,Dir 08/127,,Not appl.,Dir 08/127,Dir 08/127,,Not appl.,Dir 08/127,,,,,,,,"EE, ES, LU",,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,352,"(E,E)-7,9-Dodecadien-1-yl acetate (SCLP Acetates)",Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
375,(Z)-9-Dodecen-1-yl acetate (SCLP Acetates),16974-11-1,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,AT,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1503309323015&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU)2020/1160</a>","<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",,,,,,,,,,,,,,,,,"AT, CZ, DE, FR, HU, IT, LU, SI, SK",,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,367,(Z)-11-Hexadecen-1-yl acetate (SCLP Acetates),Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
1157,Sodium p-nitrophenolate,824-78-2,Approved,01/11/2009,31/01/2027,EFSA,PG - Plant growth regulator,No,No,NL,EL,"p>Extension of the approval period: <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1504172726994&uri=CELEX:32017R0555"" rel=""noopener noreferrer"" target=""_blank"">Reg. (EU) 2017/555</a>",,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0011:EN:NOT"">2009/11</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.003 mg/kg bw/day,Dir 09/11,,0.045 mg/kg bw,Dir 09/11,Dir 09/11,,0.007 mg/kg bw/day,Dir 09/11,,,,,,,,"AT, BE, BG, CY, CZ, DE, EL, ES, FR, HR, HU, IT, PL, PT, SK",,,No,No,No,,,,,,"Sodium 5-nitroguaiacolate, sodium o-nitrophenolate and sodium p-nitrophenolate (Sum of sodium 5-nitroguaiacolate, sodium o-nitrophenolate and sodium p-nitrophenolate, expressed as sodium 5-nitroguaiacolate)",Annex II,Reg. (EU) 2021/590,https://eur-lex.europa.eu/eli/reg/2021/590,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=2417
580,Copper oxide,1317-39-1,Approved,01/01/2019,30/06/2029,EFSA,,No,No,IT,PL,<p>The original RMS/co-RMS were FR/DE</p>,"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg.(EU) No 84/2018</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0037:EN:NOT"">2009/37/EC</a>; <a href=""http://data.europa.eu/eli/reg_impl/2020/1093/oj"">Reg. (EU) 2020/1093</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1544804833561&uri=CELEX:32018R1981"">Reg. (EU) No 2018/1981</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R0232"">Reg. (EU) No 232/2015</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",,,,,,,,,,,,,,,,,"CY, EL, ES, HR, HU, IT, NO, PL, PT, RO, SI",,3,No,No,Yes,two PBT criteria,Copper compounds,1221,580,Copper oxide,Copper compounds (Copper),Annex III,Reg. (EC) No 149/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0149:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=262
