substance_id,substance_name,as_cas_number,substance_status,approval_date,expiry_date,risk_assessment,substance_category,as_is_group,as_micro_org,rms,corms,remark,legislations_old,legislations_actives,tox_value_adi,tox_source_adi,tox_remark_adi,tox_value_arfd,tox_sourc_earfd,tox_source_earfd,tox_remark_arfd,tox_value_aoel,tox_source_aoel,tox_remark_aoel,tox_value_aaoel,tox_source_aaoel,tox_remark_aaoel,tox_value_other,tox_source_other,tox_remark_other,authorisations_at_nat_level,classification_reg_1272,ac_type,basic_substance,low_risk_active_substance,candidate_for_substitution,candidate_for_substitution_type,active_substance_part_of_group,active_substance_part_of_group_id,as_member_id,as_member_name,pesticide_residue_linked,pest_res_linked_annex,pest_res_linked_legislation,pest_res_linked_legislation_url,pest_res_mrl_webpage
1458,Onobrychis viciifolia (sainfoin) dried pellets,No CAS allocated,Approved,17/07/2024,,EFSA,OT - Other treatment,No,No,,,,,"<a href=""http://data.europa.eu/eli/reg_impl/2024/1768/oj"">Reg. (EU) 2024/1768</a>",,,,,,,,,,,,,,,,,,,1,Yes,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
1356,Chlorpropham,101-21-3,Not approved,01/02/2005,08/07/2019,EFSA,PG - Plant growth regulator,No,No,NL,ES,<p>Withdrawal of authorisations by 8 January 2020.</p><p>Max. period of grace: 8 October 2020.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004L0020:EN:NOT"">04/20/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1496323465808&uri=CELEX:32017R0841"">Reg. (EU) 2017/841</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1560932540431&uri=CELEX:32019R0989"">Reg. (EU) 2019/989</a>",0.05 mg/kg bw/day,Reg. (EU) No 2019/989,,0.5 mg/kg bw,Reg. (EU) No 2019/989,Reg. (EU) No 2019/989,,0.05 mg/kg bw/day,Reg. (EU) No 2019/989,,,,,,,,,Aquatic Chronic 2 - H411; Carc. 2 - H351; STOT RE 2 - H373,,No,No,No,,,,,,Chlorpropham,Annex III,Reg. (EU) 2021/155,https://eur-lex.europa.eu/eli/reg/2021/155,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=55
31,Fluazifop-P,83066-88-0,Approved,01/01/2012,30/11/2029,EFSA,HB - Herbicide,No,No,FR,IT,<p>Note : CAS 83066-88-0 (fluazifop-P) 79241-46-6 (fluazifop-P-butyl)</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"">2008/934/EC</a>","<a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://data.europa.eu/eli/reg_impl/2026/372/oj"">Reg. (EU) 2026/372 </a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0201:EN:NOT"">Reg. (EU) No 201/2013</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1550659094284&uri=CELEX:32019R0291"">Reg. (EU) No 2019/291</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0788:EN:NOT"">Reg. (EU) No 788/2011</a>",0.01 mg/kg bw/day,EFSA 10,,0.017 mg/kg bw,EFSA 10,EFSA 10,,0.02 mg/kg bw/day,EFSA 10,,,,,,,,"AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK",Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Repr. 2 - H361d,,No,No,No,,,,,,"Fluazifop-P (sum of all the constituent isomers of fluazifop, its esters and its conjugates, expressed as fluazifop)",Annex II,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0839:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=304
1145,Sodium dimethyldithiocarbamate,128-04-1,Not approved,,,,FU - Fungicide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
409,Anthracene oil,No CAS allocated,Not approved,,,,HB - Herbicide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>",,,,,,,,,,,,,,,,,,Carc. 1B - H350,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
577,Crimidine,535-89-7,Not approved,,,,RO - Rodenticide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004D0129:EN:NOT"">2004/129/EC</a>",,,,,,,,,,,,,,,,,,Acute Tox. 2 - H300,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
987,Chlorethoxyfos,54593-83-8,Not approved,,,,IN - Insecticide,No,No,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
186,Tritosulfuron,142469-14-5,Not approved,01/12/2008,06/11/2024,COM,HB - Herbicide,No,No,SI,AT,<p>The original RMS was Germany.</p><p>Deadline for withdrawal of PPP authorisations: 7/05/2025</p><p>Grace period expiry: 7/11/2025</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0070:EN:NOT"">08/70/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg. (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2777/oj"">Reg. (EU) 2024/2777</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2777/oj"">Reg.(EU) 2024/2777</a>",0.06 mg/kg bw/day,SCoFCAH May 08,,0.15 mg/kg bw,SCoPAFF Nov 24,SCoPAFF Nov 24,,0.15 mg/kg bw/day,08/70/EC,,0.15 mg/kg bw,SCoPAFF Nov 24,,,,,"BG, PL",Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Skin Sens. 1 - H317,,No,No,No,,,,,,Tritosulfuron,Annex V,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0839:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=813
1496,(Z)-7-dodecen-1-yl acetate (SCLP Actetates),No CAS allocated,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,,,,,"<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",,,,,,,,,,,,,,,,,,,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,367,(Z)-11-Hexadecen-1-yl acetate (SCLP Acetates),Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
486,Buprofezin,69327-76-0,Approved,01/02/2011,15/12/2026,EFSA,,No,No,IT,AT,<p>FI was the original RMS</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0771:EN:NOT"">2008/771/EC</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011L0006:EN:NOT"">Dir 2011/6/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1490353228394&uri=CELEX:32017R0360"">Reg. (EU) 2017/360</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/324/oj"">Reg. (EU) 2024/324</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/1489/oj"">Reg. (EU) 2025/1489</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.01 mg/kg bw/day,Reg. (EU) 2017/360,,0.5 mg/kg bw,Reg. (EU) 2017/360,Reg. (EU) 2017/360,,0.04 mg/kg bw/day,Reg. (EU) 2017/360,,,,,,,,"AT, BE, CZ, DE, DK, ES, FI, FR, IT, NL, PT, SI",,,No,No,No,,,,,,Buprofezin ,Annex V,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0839:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=248
783,Teflubenzuron,Teflubenzuron,Not approved,,,,IN - Insecticide,No,No,SE,IT,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0037:EN:NOT"">2009/37</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>","<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>",0.01 mg/kg bw/day,EFSA 08,,Not appl.,EFSA 08,EFSA 08,,0.016 mg/kg bw/day,EFSA 08,,,,,,,,,,,No,No,No,,,,,,Teflubenzuron ,Annex II,Reg. (EU) No 318/2014,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1396943552561&uri=CELEX:32014R0318,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=382
458,Beta-Cyfluthrin,1820573-27-0,Not approved,01/01/2004,20/07/2020,EFSA,IN - Insecticide,No,No,DE,HU,<p>Reg (EU) 2020/892 for non-renewal.</p><p><br></p><p>Withdrawal of authorisations by 20 January 2021.</p><p>Maximum grace period: 20 July 2021.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003L0031:EN:NOT"">03/31/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0950"">Reg. (EU) 2016/950</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1505911130555&uri=CELEX:32017R1511"">Reg. (EU) 2017/1511</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1537974747851&uri=CELEX:32018R1262"">Reg. (EU) 2018/1262</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0823:EN:NOT"">Reg. (EU) No 823/2012</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1595234505009&uri=CELEX:32020R0892"">Reg. (EU) 2020/892</a>",0.01 mg/kg bw/day,Reg (EU) 2020/892,,0.01 mg/kg bw,Reg (EU) 2020/892,Reg (EU) 2020/892,,0.0002 mg/kg bw/day,Reg (EU) 2020/892,,0.01 mg/kg bw,Reg (EU) 2020/892,,,,,,Acute Tox. 2 - H300; Acute Tox. 2 - H330; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Cyfluthrin (cyfluthrin including other mixtures of constituent isomers (sum of isomers)),Annex II,Reg. (EU) No 491/2014,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1410352403329&uri=CELEX:32014R0491,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=63
683,Fenpyrazamine,473798-59-3,Not approved,01/01/2013,15/01/2025,EFSA,FU - Fungicide,No,No,AT,,"<p>The original RMS was Latvia.</p><p>The inital expiration of approval was 31/05/2026. Reg. (EU) 2024/2848 states : (4)For the active substance fenpyrazamine, on 30 July 2024 and for the active substance flumetralin, on 30 April 2024, the respective applicants confirmed that they no longer support the applications for the renewal of the approvals.</p><p>(5)Therefore, the extension of the approval periods of these active substances is no longer justified. Consequently, a new expiry date should be set at the earliest possible date, while giving Member States sufficient time to withdraw their authorisations for the plant protection products containing those active substances.</p>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010D0150:EN:NOT"">Dossier complete 2010/150/EU</a>","<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2021/459/oj"">Reg. (EU) 2021/459</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2848/oj"">Reg. (EU) 2024/2848</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/1092/oj"">Reg. (EU) 2025/1092</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0595:EN:NOT"">Reg. (EU) No 595/2012</a>",0.13 mg/kg bw/day,Reg. (EU) No 595/2012,,0.3 mg/kg bw,Reg. (EU) No 595/2012,Reg. (EU) No 595/2012,,0.2 mg/kg bw/day,Reg. (EU) No 595/2012,,,,,,,,"BG, PL, PT",Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Fenpyrazamine ,Annex II,Reg. (EU) 2019/977,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32019R0977,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=2281
272,Magnesium phosphide,12057-74-8 ,Approved,01/09/2009,30/11/2026,EFSA,IN - Insecticide,No,No,AT,EE,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0125:EN:NOT"">2008/125</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 2023/1446</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.022 mg/kg bw/day,EFSA 08,,0.038 mg/kg bw,EFSA 08,EFSA 08,,0.022 mg/kg bw/day,Dir 08/125,,,,,,,,"AT, BE, BG, CY, DE, EE, EL, ES, FI, FR, HR, HU, IT, LT, LU, LV, NL, PL, PT, SI, SK",Acute Tox. 1 - H330; Acute Tox. 2 - H300; Acute Tox. 3 - H311; Aquatic Acute 1 - H400; Water-react. 1 - H260,,No,No,No,,,,,,"Phosphane and phosphide salts (sum of phosphane and phosphane generators (relevant phosphide salts), determined and expressed as phosphane)",Annex II,Reg. (EC) No 149/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0149:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=354
447,Benomyl,17804-35-2,Not approved,,,,,No,No,,,<p>Essential use 835/2004</p>,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002D0928:EN:NOT"">2002/928/EC</a>",,,,,,,,,,,,,,,,,,Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Muta. 1B - H340; Repr. 1B - H360FD; STOT SE 3 - H335; Skin Irrit. 2 - H315; Skin Sens. 1 - H317,,No,No,No,,,,,,Carbendazim and benomyl (sum of benomyl and carbendazim expressed as carbendazim),Annex III,Reg. (EC) No 149/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0149:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=38
1222,Tribasic copper sulphate,12527-76-3,Approved,01/01/2019,30/06/2029,EFSA,,No,No,IT,PL,<p>Other CAS n° : 1333-22-8</p>,"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg.(EU) No 84/2018</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0037:EN:NOT"">2009/37/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1544804833561&uri=CELEX:32018R1981"">Reg. (EU) No 2018/1981</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R0232"">Reg. (EU) No 232/2015</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",, ,,, , ,,, ,,,,,,,,"AT, BG, CY, CZ, DE, EL, ES, HR, HU, IT, MT, PL, PT, SI, SK",,3,No,No,Yes,two PBT criteria,Copper compounds,1221,572,Copper oxychloride,Copper compounds (Copper),Annex III,Reg. (EC) No 149/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0149:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=262
547,Chlorphonium chloride,115-78-6,Not approved,,,,PG - Plant growth regulator,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>",,,,,,,,,,,,,,,,,,Acute Tox. 3 - H301; Acute Tox. 4 - H312; Eye Irrit. 2 - H319; Skin Irrit. 2 - H315,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
386,"1,3-Diphenyl urea",102-07-8,Not approved,,,,PG - Plant growth regulator,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
580,Copper oxide,1317-39-1,Approved,01/01/2019,30/06/2029,EFSA,,No,No,IT,PL,<p>The original RMS/co-RMS were FR/DE</p>,"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg.(EU) No 84/2018</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0037:EN:NOT"">2009/37/EC</a>; <a href=""http://data.europa.eu/eli/reg_impl/2020/1093/oj"">Reg. (EU) 2020/1093</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1544804833561&uri=CELEX:32018R1981"">Reg. (EU) No 2018/1981</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R0232"">Reg. (EU) No 232/2015</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",,,,,,,,,,,,,,,,,"CY, EL, ES, HR, HU, IT, NO, PL, PT, RO, SI",,3,No,No,Yes,two PBT criteria,Copper compounds,1221,580,Copper oxide,Total copper,Annex II,Reg. (EU) 2026/840,http://data.europa.eu/eli/reg/2026/840/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=4050
374,(Z)-8-Dodecen-1-yl acetate (SCLP Actetates),28079-04-1,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,AT,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1503309323015&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU)2020/1160</a>","<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",,,,,,,,,,,,,,,,,"AT, BG, DE, EL, ES, FR, IT, LU, NL, PT, SI",,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,352,"(E,E)-7,9-Dodecadien-1-yl acetate (SCLP Acetates)",Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
59,Prochloraz,67747-09-5,Not approved,01/01/2012,31/12/2021,EFSA,FU - Fungicide,No,No,IE,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"">2008/934</a>","<a href=""http://data.europa.eu/eli/reg_impl/2021/1450/oj"">Reg. (EU) 2021/1450</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1550659784819&uri=CELEX:32011R1143"">Reg. (EU) No 1143/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1550659094284&uri=CELEX:32019R0291"">Reg. (EU) No 2019/291</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1467901336524&uri=CELEX:02011R0540-20160513"">Reg. (EU) No 540/2011</a>",0.01 mg/kg bw/day,EFSA 11,,0.025 mg/kg bw,EFSA 11,EFSA 11,,0.02 mg/kg bw/day,EFSA 11,,,,,,,,,Acute Tox. 4 - H302; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,3,No,No,Yes,two PBT criteria,,,,,"Prochloraz (sum of prochloraz, BTS 44595 (M201-04) and BTS 44596 (M201-03), expressed as prochloraz)",Annex V,Reg. (EU) 2024/352,http://data.europa.eu/eli/reg/2024/352/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=184
53,Potassium phosphonates (formerly potassium phosphite),see note,Approved,01/10/2013,31/07/2029,EFSA,,No,No,FR,EL,<p>EFSA has recently updated the toxicological reference values. The amendments will be reflected in a revised review report to be presented at the SCFCAH.</p><p>CAS : 13977-65-6 for potassium hydrogen phosphonate 13492-26-7 for dipotassium phosphonate Mixture: none</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003D0636:EN:NOT"">Dossier complete 03/636/EC</a>","<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155 </a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/2316/oj"">Reg. (EU) 2025/2316</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0369:EN:NOT"">Reg. (EU) No 369/2013</a>",1.0 mg/kg bw/day,Pt. A 19.02 RR may 2023,,Not appl.,EFSA 2013,EFSA 2013,,5.0 mg/kg bw/day,EFSA 2013,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, RO, SE, SI, SK",,,No,No,No,,,,,,Phosphonic acid and its salts expressed as phosphonic acid,Annex II,Regulation (EU) 2026/876,http://data.europa.eu/eli/reg/2026/876/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3430
1431,Ozone,10028-15-6,Pending,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
